email_id,date,age,gender,content_type_primary,usage_time_10_2,num_sessions_night,max_continuous_usage,reels_usage_time,phone_pickups_after_10,lose_track_of_time,cannot_stop_scrolling,unplanned_usage,sleep_time,wake_up_time,daily_stress_level,overthinking_at_night,sleep_latency,night_awakenings,sleep_quality,insomnia_label
vikassingh474@gmail.com,2026-03-17,45,female,Mixed,02:44,7,00:36,00:20,19,1,5,4,00:31,06:27,5,5,00:30,2,1,1
vikaspatel2@gmail.com,2026-03-17,20,male,Educational/Entertainment,02:36,2,00:13,00:08,25,1,5,2,02:48,05:17,3,4,00:31,4,2,1
anjalipatel9@gmail.com,2026-03-17,23,male,Educational/Entertainment,02:45,8,02:01,01:23,11,1,5,4,23:59,07:38,4,5,00:42,3,2,1
rahulprasad3@gmail.com,2026-03-17,45,female,Emotional/Drama,01:10,15,00:14,00:08,25,2,4,4,00:29,06:32,2,1,00:08,1,4,0
vikassingh@gmail.com,2026-03-17,19,male,Entertainment,01:20,10,00:12,00:09,19,4,2,3,22:09,09:12,2,2,00:11,1,5,0
vikasmehta965@gmail.com,2026-03-17,30,female,Entertainment,02:51,11,00:51,00:05,22,2,5,4,02:15,05:29,3,4,00:48,4,2,1
amitgupta558@gmail.com,2026-03-17,24,male,Educational,00:25,10,00:11,00:11,25,5,1,4,00:59,06:03,1,2,00:14,0,5,0
tanvijoshi997@gmail.com,2026-03-17,25,female,Educational/Entertainment,01:32,4,00:16,00:09,14,3,2,3,02:44,09:13,3,1,00:09,1,4,0
anjaliprasad@gmail.com,2026-03-17,24,female,Educational/Entertainment,03:00,14,00:56,00:47,17,3,5,4,02:23,07:36,3,5,00:43,3,2,1
adityashah3@gmail.com,2026-03-17,23,male,Educational/Entertainment,01:53,2,00:31,00:12,12,1,5,5,22:17,05:52,1,1,00:05,0,5,0
karanshaikh@gmail.com,2026-03-17,25,male,Educational/Entertainment,03:00,10,00:44,00:31,13,2,2,5,22:48,07:39,4,4,00:47,2,1,1
priyagupta659@gmail.com,2026-03-17,50,male,Mixed,02:34,13,01:03,00:06,14,3,4,1,02:27,05:16,5,4,00:49,2,2,1
rohitpatel85@gmail.com,2026-03-17,18,male,Entertainment,00:53,5,00:15,00:06,19,3,3,1,00:11,08:38,1,2,00:24,1,4,0
karanpatel@gmail.com,2026-03-17,40,male,Entertainment,00:29,12,00:06,00:05,7,1,1,1,02:45,08:54,3,1,00:12,1,4,0
rahulsharma1@gmail.com,2026-03-17,23,male,Educational,02:19,6,01:08,00:44,8,5,2,2,01:37,09:44,5,4,00:47,3,1,1
kavitapatel9@gmail.com,2026-03-17,35,female,Mixed,02:02,9,00:16,00:11,25,4,4,5,23:30,07:38,5,5,00:47,3,2,1
priyagupta9@gmail.com,2026-03-17,23,male,Educational,02:31,14,00:09,00:09,12,4,5,1,22:57,08:08,3,5,00:40,2,2,1
adityagupta5@gmail.com,2026-03-17,21,female,Educational,01:06,11,00:51,00:40,5,2,5,3,01:52,09:11,1,1,00:22,0,5,0
vikasdesai@gmail.com,2026-03-17,50,female,Mixed,01:49,9,01:31,00:37,21,5,1,2,22:42,07:11,1,1,00:14,0,5,0
kavitadesai@gmail.com,2026-03-17,19,female,Entertainment,01:46,9,01:20,00:35,23,4,5,5,00:16,07:16,2,1,00:08,1,4,0
rahulsingh749@gmail.com,2026-03-17,22,male,Educational/Entertainment,01:40,15,00:18,00:15,18,1,4,1,02:44,09:28,3,3,00:20,0,4,0
nehasharma3@gmail.com,2026-03-17,50,male,Mixed,00:57,6,00:38,00:26,17,3,2,1,22:42,08:08,1,3,00:12,1,5,0
adityareddy369@gmail.com,2026-03-17,50,female,Mixed,02:19,3,01:21,00:10,13,1,5,5,01:22,07:52,4,3,00:52,4,1,1
priyapatel@gmail.com,2026-03-17,45,male,Motivational,01:20,5,00:24,00:21,12,4,1,3,02:21,05:41,3,3,00:10,1,3,0
karanshah@gmail.com,2026-03-17,22,male,Entertainment,00:53,13,00:17,00:09,23,1,5,4,02:03,06:05,2,1,00:21,1,3,0
tanvipatil4@gmail.com,2026-03-17,20,female,Entertainment,02:58,6,02:20,00:58,24,1,3,1,00:41,05:11,3,3,00:35,3,1,1
poojadesai6@gmail.com,2026-03-17,18,female,Entertainment,01:20,2,00:05,00:05,7,5,1,1,01:45,07:25,1,1,00:14,0,3,0
anjalireddy@gmail.com,2026-03-17,35,female,Motivational,02:32,13,00:25,00:11,23,1,1,3,22:51,09:21,3,4,00:36,4,1,1
nehapatel3@gmail.com,2026-03-17,20,female,Educational,01:05,7,00:38,00:21,15,4,3,2,22:13,09:22,2,2,00:23,0,4,0
karanshaikh@gmail.com,2026-03-17,55,female,Mixed,01:22,12,00:26,00:25,14,1,2,2,02:59,05:16,1,1,00:17,1,4,0
priyaprasad@gmail.com,2026-03-17,25,female,Educational/Entertainment,01:45,7,00:42,00:37,25,5,1,5,02:34,09:37,2,1,00:11,0,5,0
kavitareddy8@gmail.com,2026-03-17,22,female,Entertainment,00:23,7,00:06,00:05,23,3,5,4,23:18,07:55,1,3,00:10,1,3,0
tanvishah9@gmail.com,2026-03-17,22,male,Educational,00:25,7,00:10,00:09,23,3,5,2,00:20,06:48,1,1,00:16,1,3,0
anjalireddy718@gmail.com,2026-03-17,50,female,Emotional/Drama,00:39,8,00:23,00:14,5,4,3,1,02:02,06:40,1,3,00:21,0,3,0
vikasdesai1@gmail.com,2026-03-17,22,female,Educational,01:25,4,00:19,00:07,16,3,2,5,02:29,09:02,2,3,00:14,1,3,0
rohitsharma@gmail.com,2026-03-17,24,female,Educational/Entertainment,00:23,14,00:09,00:09,25,2,5,4,02:32,05:49,3,2,00:25,1,5,0
karanpatel@gmail.com,2026-03-17,45,female,Motivational,02:51,13,01:03,00:27,14,1,1,2,23:40,05:30,5,3,00:31,3,2,1
karanjoshi7@gmail.com,2026-03-17,23,male,Educational/Entertainment,02:33,15,01:35,00:12,14,4,5,2,00:22,08:38,4,5,00:41,3,2,1
karansharma@gmail.com,2026-03-17,55,male,Mixed,01:43,12,00:47,00:45,17,1,4,5,23:13,06:14,2,1,00:22,0,3,0
priyasingh4@gmail.com,2026-03-17,18,male,Educational/Entertainment,01:00,5,00:08,00:05,7,4,2,5,22:11,07:54,1,1,00:23,1,3,0
nehapatel4@gmail.com,2026-03-17,30,female,Mixed,01:40,15,00:13,00:11,18,5,2,4,02:09,09:40,1,1,00:24,1,3,0
anjalisoni146@gmail.com,2026-03-17,21,male,Educational,00:43,13,00:27,00:19,10,1,3,2,00:16,08:00,2,3,00:25,0,4,0
amitshah8@gmail.com,2026-03-17,23,male,Entertainment,01:33,8,01:01,00:57,8,3,2,3,01:24,05:34,2,3,00:05,1,3,0
anjalipatel4@gmail.com,2026-03-17,18,male,Entertainment,01:29,11,00:49,00:26,17,2,2,3,01:35,09:15,3,1,00:16,1,3,0
tanvisingh4@gmail.com,2026-03-17,24,female,Educational,01:10,11,00:52,00:19,18,1,3,2,02:47,05:04,2,1,00:23,1,5,0
vikasreddy@gmail.com,2026-03-17,24,male,Entertainment,02:19,15,01:31,00:15,7,3,5,5,01:50,09:16,3,3,01:00,3,2,1
nehagupta@gmail.com,2026-03-17,24,male,Educational/Entertainment,02:33,5,00:45,00:17,11,1,1,3,00:01,07:37,3,3,00:48,3,2,1
priyashaikh6@gmail.com,2026-03-17,30,female,Entertainment,02:01,15,00:22,00:09,8,5,2,3,23:33,06:44,4,5,00:37,4,2,1
adityaprasad2@gmail.com,2026-03-17,19,male,Educational,02:24,12,01:48,01:06,18,1,1,4,00:46,07:25,4,5,00:50,4,2,1
rahulshaikh504@gmail.com,2026-03-17,30,female,Mixed,02:30,6,01:40,01:06,6,4,1,1,00:11,07:35,4,3,00:30,3,2,1
rohitshah8@gmail.com,2026-03-17,50,male,Motivational,01:02,6,00:43,00:21,7,4,3,5,01:02,05:46,1,1,00:17,0,3,0
adityasoni843@gmail.com,2026-03-17,35,female,Entertainment,01:04,8,00:37,00:07,12,4,4,4,23:52,09:29,2,2,00:08,1,5,0
priyapatel510@gmail.com,2026-03-17,25,female,Educational,00:33,15,00:15,00:08,17,1,3,3,02:10,06:16,1,3,00:19,1,4,0
rahulmehta@gmail.com,2026-03-17,21,female,Entertainment,01:26,13,01:15,00:08,20,2,4,4,23:08,09:39,1,3,00:06,1,4,0
tanvisoni@gmail.com,2026-03-17,30,male,Entertainment,02:49,2,01:32,00:50,15,4,4,4,23:59,07:29,3,5,00:45,3,2,1
arjunjoshi987@gmail.com,2026-03-17,19,female,Educational/Entertainment,00:49,10,00:17,00:11,22,1,2,1,02:50,09:13,1,2,00:06,0,3,0
amitdesai419@gmail.com,2026-03-17,21,male,Educational,02:41,3,01:37,00:11,13,2,2,3,23:00,06:59,5,5,00:48,3,2,1
amitjoshi@gmail.com,2026-03-17,25,male,Entertainment,00:58,7,00:13,00:09,8,2,5,1,22:29,07:02,3,1,00:12,0,3,0
arjunsingh9@gmail.com,2026-03-17,20,female,Educational/Entertainment,02:22,3,00:26,00:24,20,3,5,4,02:45,05:08,3,4,00:59,3,1,1
priyagupta393@gmail.com,2026-03-17,35,female,Motivational,00:31,8,00:13,00:07,23,3,5,4,02:29,06:52,2,3,00:17,1,3,0
arjunpatel@gmail.com,2026-03-17,55,female,Emotional/Drama,02:59,13,01:22,00:51,14,1,2,5,22:47,05:36,5,4,00:35,4,2,1
karansharma@gmail.com,2026-03-17,55,male,Mixed,02:09,14,00:19,00:07,13,3,5,2,22:04,08:51,3,3,00:42,2,1,1
priyashah768@gmail.com,2026-03-18,18,female,Entertainment,00:41,11,00:25,00:06,15,3,3,5,23:39,07:35,2,1,00:08,1,3,0
karangupta@gmail.com,2026-03-18,20,female,Educational,01:22,3,00:31,00:19,10,1,2,2,23:51,08:21,3,2,00:22,1,3,0
vikasshah871@gmail.com,2026-03-18,21,female,Entertainment,00:44,13,00:24,00:06,14,3,5,4,00:25,07:33,1,2,00:12,1,5,0
karanreddy6@gmail.com,2026-03-18,24,male,Educational,00:46,11,00:07,00:05,11,3,5,3,02:43,08:26,3,2,00:06,0,4,0
vikassharma@gmail.com,2026-03-18,30,male,Entertainment,00:56,12,00:09,00:09,10,1,2,1,22:46,05:51,1,1,00:12,1,3,0
anjalisolanki@gmail.com,2026-03-18,20,male,Educational/Entertainment,01:56,4,00:51,00:47,20,1,1,3,01:01,09:12,1,2,00:25,0,4,0
adityasharma1@gmail.com,2026-03-18,45,female,Motivational,01:37,8,01:13,00:28,19,3,4,2,23:04,09:53,3,2,00:15,1,4,0
anjalisolanki@gmail.com,2026-03-18,55,female,Motivational,02:56,13,01:34,00:54,11,4,5,1,02:33,06:17,5,3,00:42,2,2,1
karandesai@gmail.com,2026-03-18,30,male,Motivational,02:54,4,01:20,00:46,3,2,5,4,02:42,06:22,3,5,00:43,4,2,1
kavitashaikh993@gmail.com,2026-03-18,50,male,Mixed,02:20,4,02:10,00:32,19,5,4,2,23:48,09:22,5,3,00:37,2,1,1
nehashaikh@gmail.com,2026-03-18,40,male,Entertainment,01:15,12,00:17,00:09,14,5,2,5,23:39,07:41,2,1,00:24,0,5,0
anjalireddy@gmail.com,2026-03-18,19,female,Entertainment,02:53,10,02:05,00:07,15,4,1,2,01:13,08:46,5,4,00:58,2,1,1
anjalishah911@gmail.com,2026-03-18,35,female,Mixed,00:23,15,00:11,00:05,7,5,3,5,23:10,07:43,2,1,00:12,1,5,0
amitprasad@gmail.com,2026-03-18,23,male,Entertainment,02:40,8,00:53,00:50,4,4,5,1,00:45,05:48,3,4,00:44,3,1,1
poojajoshi@gmail.com,2026-03-18,22,female,Entertainment,00:46,11,00:13,00:12,12,5,3,3,00:32,08:48,3,1,00:18,0,4,0
arjunsingh@gmail.com,2026-03-18,22,female,Educational,01:13,8,00:05,00:05,10,1,3,3,01:27,06:56,1,2,00:25,1,5,0
priyasoni9@gmail.com,2026-03-18,55,female,Motivational,00:20,8,00:05,00:05,9,5,1,3,00:09,07:23,3,2,00:19,1,4,0
adityapatil@gmail.com,2026-03-18,35,male,Entertainment,01:37,8,01:05,00:15,11,5,4,2,22:08,06:18,1,3,00:19,1,5,0
nehapatil@gmail.com,2026-03-18,30,female,Motivational,02:31,11,00:09,00:08,22,4,2,1,02:13,05:58,5,4,00:42,3,2,1
snehasharma5@gmail.com,2026-03-18,25,female,Educational/Entertainment,01:06,9,00:19,00:14,16,4,5,3,22:17,07:18,3,1,00:16,1,4,0
vikassingh474@gmail.com,2026-03-18,45,female,Motivational,01:49,13,00:55,00:14,3,5,4,1,02:26,05:21,2,2,00:25,1,3,0
vikaspatel2@gmail.com,2026-03-18,20,male,Entertainment,01:33,9,00:12,00:08,24,4,3,1,01:41,05:30,2,1,00:10,0,4,0
anjalipatel9@gmail.com,2026-03-18,23,male,Educational,02:04,8,01:25,01:08,25,5,2,5,22:31,09:23,5,3,00:37,3,2,1
rahulprasad3@gmail.com,2026-03-18,45,female,Emotional/Drama,01:42,13,00:12,00:11,12,3,5,4,23:56,06:04,1,1,00:07,1,5,1
vikassingh@gmail.com,2026-03-18,19,male,Educational/Entertainment,00:40,13,00:23,00:16,16,5,2,5,23:57,08:51,2,2,00:16,1,5,1
vikasmehta965@gmail.com,2026-03-18,30,female,Entertainment,02:20,13,00:23,00:20,20,2,2,4,02:22,06:16,3,5,00:50,4,1,0
amitgupta558@gmail.com,2026-03-18,24,male,Educational/Entertainment,01:28,10,00:05,00:05,16,3,1,3,02:55,08:10,3,1,00:20,0,5,0
tanvijoshi997@gmail.com,2026-03-18,25,female,Entertainment,01:26,6,00:05,00:05,8,2,4,2,01:31,05:57,2,2,00:06,0,4,0
anjaliprasad@gmail.com,2026-03-18,24,female,Educational/Entertainment,00:52,5,00:38,00:13,25,5,2,5,22:48,07:27,1,3,00:17,1,3,0
adityashah3@gmail.com,2026-03-18,23,male,Educational,00:20,6,00:10,00:06,4,1,5,4,01:05,06:57,3,3,00:14,1,3,0
karanshaikh@gmail.com,2026-03-18,25,male,Educational/Entertainment,00:29,12,00:12,00:06,9,2,5,2,01:48,09:27,1,3,00:22,1,3,0
priyagupta659@gmail.com,2026-03-18,50,male,Mixed,02:21,4,00:21,00:14,8,3,4,5,00:58,09:01,4,5,00:48,2,2,1
rohitpatel85@gmail.com,2026-03-18,18,male,Educational,00:23,3,00:09,00:06,19,4,5,5,00:22,09:34,2,3,00:08,1,3,0
karanpatel@gmail.com,2026-03-18,40,male,Entertainment,01:08,12,00:07,00:06,7,2,3,4,00:20,06:56,2,2,00:14,0,5,0
rahulsharma1@gmail.com,2026-03-18,23,male,Educational,00:34,15,00:18,00:16,18,5,3,2,01:47,07:11,1,2,00:21,0,5,0
kavitapatel9@gmail.com,2026-03-18,35,female,Mixed,02:38,6,00:45,00:16,22,5,3,5,23:45,09:01,4,5,00:43,2,2,1
priyagupta9@gmail.com,2026-03-18,23,male,Educational/Entertainment,02:14,2,00:05,00:05,15,4,5,3,00:43,07:47,5,4,00:41,3,2,1
adityagupta5@gmail.com,2026-03-18,21,female,Entertainment,02:43,12,01:00,00:54,24,3,3,5,00:23,06:35,3,5,00:52,4,1,1
vikasdesai@gmail.com,2026-03-18,50,female,Emotional/Drama,02:10,10,01:21,00:34,11,5,2,2,00:10,08:50,5,4,00:44,3,1,1
kavitadesai@gmail.com,2026-03-18,19,female,Educational,00:51,7,00:15,00:06,6,3,4,1,02:57,05:20,2,1,00:21,0,4,0
rahulsingh749@gmail.com,2026-03-18,22,male,Entertainment,00:21,9,00:07,00:07,6,4,1,1,02:21,07:53,1,2,00:17,1,3,0
nehasharma3@gmail.com,2026-03-18,50,male,Motivational,02:52,14,00:15,00:07,9,5,4,4,02:16,05:43,5,3,00:31,3,1,1
adityareddy369@gmail.com,2026-03-18,50,female,Emotional/Drama,01:19,15,00:07,00:07,4,1,4,4,23:35,07:42,2,2,00:06,1,5,0
priyapatel@gmail.com,2026-03-18,45,male,Emotional/Drama,00:23,8,00:06,00:06,5,1,2,2,00:32,05:08,3,2,00:20,1,4,0
karanshah@gmail.com,2026-03-18,22,male,Educational,00:35,15,00:10,00:08,7,4,5,2,22:46,05:00,1,3,00:10,1,4,0
tanvipatil4@gmail.com,2026-03-18,20,female,Educational,02:44,8,00:52,00:41,13,5,5,2,23:18,06:17,3,4,00:59,2,2,1
poojadesai6@gmail.com,2026-03-18,18,female,Educational/Entertainment,01:41,9,01:09,00:58,5,2,2,2,22:25,06:14,1,1,00:17,1,3,0
anjalireddy@gmail.com,2026-03-18,35,female,Entertainment,00:59,2,00:13,00:08,23,4,2,2,22:47,05:05,1,1,00:16,1,3,0
nehapatel3@gmail.com,2026-03-18,20,female,Educational,01:04,14,00:24,00:05,24,1,2,2,23:31,05:59,2,1,00:10,0,3,0
karanshaikh@gmail.com,2026-03-18,55,female,Mixed,02:25,15,02:14,00:08,12,1,2,2,22:59,09:48,5,3,01:00,3,2,1
priyaprasad@gmail.com,2026-03-18,25,female,Entertainment,01:42,4,01:18,00:07,13,2,2,5,00:19,06:00,1,1,00:21,0,4,0
kavitareddy8@gmail.com,2026-03-18,22,female,Entertainment,00:25,9,00:06,00:06,14,1,1,1,02:15,06:55,1,2,00:23,0,3,0
tanvishah9@gmail.com,2026-03-18,22,male,Educational/Entertainment,02:53,6,00:32,00:29,5,1,3,4,22:46,09:09,5,5,00:35,3,1,1
anjalireddy718@gmail.com,2026-03-18,50,female,Emotional/Drama,00:27,10,00:15,00:05,12,3,4,2,22:35,07:40,3,2,00:07,0,4,0
vikasdesai1@gmail.com,2026-03-18,22,female,Entertainment,02:48,8,02:03,01:51,19,2,1,1,23:28,05:00,3,4,00:47,2,1,1
rohitsharma@gmail.com,2026-03-18,24,female,Educational/Entertainment,03:00,8,01:20,00:15,6,1,1,3,22:12,09:21,5,4,00:57,2,2,1
karanpatel@gmail.com,2026-03-18,45,female,Emotional/Drama,02:28,14,01:10,01:07,5,2,2,2,23:02,08:31,4,4,00:42,3,1,1
karanjoshi7@gmail.com,2026-03-18,23,male,Entertainment,01:10,2,00:05,00:05,18,1,4,5,22:05,06:55,1,2,00:07,1,3,0
karansharma@gmail.com,2026-03-18,55,male,Emotional/Drama,00:58,11,00:23,00:23,12,4,5,5,00:15,08:55,3,2,00:25,0,4,0
priyasingh4@gmail.com,2026-03-18,18,male,Entertainment,02:25,9,00:13,00:08,18,5,5,2,02:09,07:39,4,4,00:58,3,1,1
nehapatel4@gmail.com,2026-03-18,30,female,Mixed,02:38,14,01:18,01:11,3,5,3,3,00:27,07:49,4,5,00:52,4,1,1
anjalisoni146@gmail.com,2026-03-18,21,male,Educational/Entertainment,00:43,2,00:14,00:05,25,3,4,4,01:33,08:25,3,1,00:19,1,4,0
amitshah8@gmail.com,2026-03-18,23,male,Entertainment,02:28,5,02:04,00:49,20,5,1,1,22:40,09:40,4,4,00:57,2,1,1
anjalipatel4@gmail.com,2026-03-18,18,male,Educational,01:14,10,00:17,00:09,19,2,5,1,02:08,08:08,1,1,00:20,0,3,0
tanvisingh4@gmail.com,2026-03-18,24,female,Educational/Entertainment,00:24,13,00:06,00:06,25,5,4,2,23:31,05:34,2,2,00:05,1,5,0
vikasreddy@gmail.com,2026-03-18,24,male,Educational,01:27,5,00:49,00:41,23,3,5,1,00:05,09:27,1,2,00:15,0,4,0
nehagupta@gmail.com,2026-03-18,24,male,Educational/Entertainment,00:58,15,00:14,00:14,10,4,3,5,00:17,06:55,2,1,00:12,1,4,0
priyashaikh6@gmail.com,2026-03-18,30,female,Motivational,02:35,13,02:03,01:51,23,4,5,5,02:59,08:52,5,5,00:33,2,2,1
adityaprasad2@gmail.com,2026-03-18,19,male,Educational/Entertainment,01:02,9,00:43,00:05,20,5,3,3,23:50,09:40,2,3,00:17,1,5,0
rahulshaikh504@gmail.com,2026-03-18,30,female,Mixed,01:52,8,00:34,00:05,21,4,3,1,01:33,09:15,3,1,00:17,1,3,0
rohitshah8@gmail.com,2026-03-18,50,male,Emotional/Drama,02:15,3,00:52,00:27,16,1,5,4,23:21,08:39,3,4,00:32,4,1,1
adityasoni843@gmail.com,2026-03-18,35,female,Motivational,02:06,10,00:42,00:07,10,5,3,3,23:03,05:52,4,5,00:35,2,2,1
priyapatel510@gmail.com,2026-03-18,25,female,Educational,01:41,13,00:34,00:31,17,5,4,4,00:05,08:49,3,2,00:06,0,3,0
rahulmehta@gmail.com,2026-03-18,21,female,Entertainment,02:24,9,02:01,00:14,10,3,3,2,22:42,08:42,4,4,00:49,3,2,1
tanvisoni@gmail.com,2026-03-18,30,male,Mixed,00:58,7,00:07,00:06,20,3,2,5,23:56,07:13,2,3,00:10,1,3,0
arjunjoshi987@gmail.com,2026-03-18,19,female,Entertainment,01:52,7,01:11,00:49,13,2,2,3,00:44,07:43,3,3,00:19,1,3,0
amitdesai419@gmail.com,2026-03-18,21,male,Entertainment,02:38,14,00:48,00:27,16,3,1,5,01:46,05:43,4,3,00:46,4,1,1
amitjoshi@gmail.com,2026-03-18,25,male,Educational/Entertainment,02:41,8,02:11,00:11,8,2,4,3,00:21,05:44,4,4,00:50,2,2,1
arjunsingh9@gmail.com,2026-03-18,20,female,Educational,00:40,2,00:08,00:05,16,1,2,4,01:06,05:36,1,3,00:05,1,5,0
priyagupta393@gmail.com,2026-03-18,35,female,Motivational,01:49,10,00:58,00:29,10,1,3,5,23:17,05:28,2,2,00:18,1,4,0
arjunpatel@gmail.com,2026-03-18,55,female,Motivational,00:24,12,00:08,00:07,14,3,5,1,00:21,09:39,1,3,00:09,0,4,0
karansharma@gmail.com,2026-03-18,55,male,Mixed,02:50,9,01:11,00:40,9,1,3,3,22:25,06:35,5,4,00:32,3,1,1
priyashah768@gmail.com,2026-03-19,18,female,Entertainment,02:51,2,01:39,00:33,22,1,5,4,02:47,07:39,3,4,00:39,3,1,1
karangupta@gmail.com,2026-03-19,20,female,Educational/Entertainment,00:23,12,00:12,00:09,7,3,1,2,22:02,06:58,1,3,00:09,0,4,0
vikasshah871@gmail.com,2026-03-19,21,female,Entertainment,02:12,6,01:12,01:09,7,2,3,5,22:38,09:33,4,4,00:37,4,2,1
karanreddy6@gmail.com,2026-03-19,24,male,Entertainment,02:09,12,01:11,00:48,6,5,2,5,02:55,07:36,3,3,00:32,4,1,1
vikassharma@gmail.com,2026-03-19,30,male,Motivational,01:21,9,00:38,00:34,17,4,1,4,23:47,09:54,2,2,00:17,1,5,0
anjalisolanki@gmail.com,2026-03-19,20,male,Educational/Entertainment,00:29,7,00:14,00:14,18,4,3,1,23:51,05:01,2,1,00:21,1,3,0
adityasharma1@gmail.com,2026-03-19,45,female,Motivational,00:58,2,00:09,00:09,12,3,3,3,02:21,09:33,3,2,00:08,1,4,0
anjalisolanki@gmail.com,2026-03-19,55,female,Motivational,01:32,11,01:01,00:39,13,4,1,5,00:40,05:55,2,3,00:08,0,3,0
karandesai@gmail.com,2026-03-19,30,male,Entertainment,01:54,7,00:06,00:06,13,2,5,3,23:51,05:55,1,3,00:11,1,3,0
kavitashaikh993@gmail.com,2026-03-19,50,male,Emotional/Drama,02:14,8,01:49,00:41,5,2,1,2,00:24,08:02,5,4,00:38,4,1,1
nehashaikh@gmail.com,2026-03-19,40,male,Entertainment,00:34,5,00:18,00:08,18,3,5,3,22:22,09:08,3,2,00:25,0,4,0
anjalireddy@gmail.com,2026-03-19,19,female,Educational/Entertainment,01:19,13,00:48,00:26,21,4,5,3,22:11,05:50,3,2,00:19,0,5,0
anjalishah911@gmail.com,2026-03-19,35,female,Entertainment,02:25,10,02:03,00:56,17,1,5,2,01:37,07:23,5,3,00:59,2,2,1
amitprasad@gmail.com,2026-03-19,23,male,Entertainment,02:11,2,00:27,00:08,21,1,4,5,23:54,08:31,3,5,00:34,4,2,1
poojajoshi@gmail.com,2026-03-19,22,female,Entertainment,00:54,12,00:28,00:09,7,5,3,4,02:40,07:19,1,3,00:13,0,3,0
arjunsingh@gmail.com,2026-03-19,22,female,Educational/Entertainment,01:11,6,00:31,00:08,18,4,1,1,01:44,07:46,2,2,00:06,0,5,0
priyasoni9@gmail.com,2026-03-19,55,female,Emotional/Drama,01:13,6,00:23,00:10,16,1,4,3,00:35,07:41,3,3,00:20,1,4,0
adityapatil@gmail.com,2026-03-19,35,male,Mixed,02:28,5,01:22,00:40,18,4,5,1,22:15,05:32,5,5,00:49,4,1,0
nehapatil@gmail.com,2026-03-19,30,female,Motivational,01:49,8,01:32,01:17,7,5,2,1,23:09,08:19,3,3,00:12,0,4,0
snehasharma5@gmail.com,2026-03-19,25,female,Educational/Entertainment,00:30,8,00:11,00:05,14,5,4,2,23:52,05:30,1,1,00:14,1,3,0
vikassingh474@gmail.com,2026-03-19,45,female,Mixed,02:29,9,02:14,01:43,5,1,4,3,22:51,09:20,5,4,00:37,3,2,1
vikaspatel2@gmail.com,2026-03-19,20,male,Educational/Entertainment,01:08,15,00:42,00:05,4,5,1,4,00:57,05:50,3,1,00:07,0,4,1
anjalipatel9@gmail.com,2026-03-19,23,male,Entertainment,00:32,12,00:07,00:06,9,1,1,4,01:30,07:59,2,2,00:17,0,4,0
rahulprasad3@gmail.com,2026-03-19,45,female,Motivational,02:15,4,01:03,00:58,8,2,1,2,23:47,05:29,5,5,00:39,3,1,1
vikassingh@gmail.com,2026-03-19,19,male,Educational,02:45,6,02:17,00:15,22,3,5,5,01:06,06:56,5,3,00:44,3,2,1
vikasmehta965@gmail.com,2026-03-19,30,female,Motivational,00:30,5,00:12,00:05,10,2,2,3,00:17,06:48,1,1,00:18,0,3,0
amitgupta558@gmail.com,2026-03-19,24,male,Entertainment,00:32,4,00:18,00:18,11,3,3,2,01:58,06:47,1,1,00:11,1,5,0
tanvijoshi997@gmail.com,2026-03-19,25,female,Educational/Entertainment,02:02,12,01:27,00:21,22,5,2,2,00:37,07:26,3,4,00:41,4,2,1
anjaliprasad@gmail.com,2026-03-19,24,female,Entertainment,01:50,14,01:24,00:32,3,3,5,2,02:22,07:51,2,2,00:21,1,3,1
adityashah3@gmail.com,2026-03-19,23,male,Educational,02:54,5,02:24,01:08,11,3,4,4,23:29,05:06,3,5,00:53,4,1,1
karanshaikh@gmail.com,2026-03-19,25,male,Educational/Entertainment,02:41,11,01:42,00:27,6,1,3,1,00:10,09:28,3,4,00:51,3,2,0
priyagupta659@gmail.com,2026-03-19,50,male,Emotional/Drama,01:36,5,01:22,01:06,23,4,4,5,23:02,07:16,3,3,00:23,1,4,1
rohitpatel85@gmail.com,2026-03-19,18,male,Educational,00:50,3,00:38,00:15,9,1,3,1,01:50,08:17,1,2,00:14,0,5,0
karanpatel@gmail.com,2026-03-19,40,male,Motivational,01:58,15,01:12,00:17,25,4,3,4,02:16,09:22,2,1,00:18,0,3,0
rahulsharma1@gmail.com,2026-03-19,23,male,Educational/Entertainment,03:00,11,01:02,00:12,6,1,5,2,23:00,05:55,3,5,00:35,2,1,1
kavitapatel9@gmail.com,2026-03-19,35,female,Motivational,01:31,13,00:18,00:16,10,4,5,3,22:29,08:54,3,1,00:13,0,4,0
priyagupta9@gmail.com,2026-03-19,23,male,Entertainment,01:37,2,00:13,00:13,3,1,3,1,00:29,08:43,3,3,00:13,0,4,0
adityagupta5@gmail.com,2026-03-19,21,female,Entertainment,02:21,3,01:20,00:55,21,3,4,2,23:35,05:34,4,5,00:31,3,1,1
vikasdesai@gmail.com,2026-03-19,50,female,Mixed,02:31,11,02:10,01:20,20,5,4,5,22:13,07:41,5,4,00:55,2,1,1
kavitadesai@gmail.com,2026-03-19,19,female,Educational/Entertainment,02:13,10,01:20,00:18,22,1,1,3,23:42,06:09,4,3,00:34,4,2,1
rahulsingh749@gmail.com,2026-03-19,22,male,Educational,00:25,11,00:10,00:07,14,2,3,1,02:58,07:31,2,3,00:17,0,3,0
